table_name,column_name,japanese_name,description,total_rows,filled_count,fillrate,code_values,remarks,is_existing,priority,selection_reason
jrd_joa,ketto_toroku_bango,血統登録番号,馬の一意識別番号（JRA公式）,4828,4828,100.0,10桁数字,,False,B,JRDB 騎手
jvd_um,seibetsu_code,性別コード,馬の性別,211788,211788,100.0,1:牡 2:牝 3:騸,,True,C,馬マスタ
jvd_um,bamei,馬名,競走馬の正式名称,211788,211788,100.0,最大36バイト(全角),,False,C,馬マスタ
jvd_um,bamei_eur,bamei_eur,bamei_eurフィールド,211788,211788,100.0,,,False,C,馬マスタ
jvd_um,bamei_hankaku_kana,bamei_hankaku_kana,bamei_hankaku_kanaフィールド,211788,211788,100.0,,,False,C,馬マスタ
jvd_um,banushi_code,馬主コード,馬主の固有コード,211788,211788,100.0,5桁英数字,,False,C,馬マスタ
jvd_um,banushimei,馬主名,馬主の氏名または法人名,211788,211788,100.0,最大64バイト,,False,C,馬マスタ
jvd_um,chokyoshi_code,調教師コード,調教師の固有コード（JRA公式）,211788,211788,100.0,5桁数字,,False,C,馬マスタ
jvd_um,chokyoshimei_ryakusho,chokyoshimei_ryakusho,chokyoshimei_ryakushoフィールド,211788,211788,100.0,,,False,C,馬マスタ
jvd_um,chuo_gokei,chuo_gokei,chuo_gokeiフィールド,211788,211788,100.0,,,False,C,馬マスタ
jvd_um,data_kubun,データ区分,速報・確定などのデータ種別,211788,211788,100.0,1:速報 2:確定 3:特別登録,,False,C,馬マスタ
jvd_um,data_sakusei_nengappi,データ作成年月日,JRA-VANがデータを作成した日付,211788,211788,100.0,YYYYMMDD形式,,False,C,馬マスタ
jvd_um,dirt_choku,dirt_choku,dirt_chokuフィールド,211788,211788,100.0,,,False,C,馬マスタ
jvd_um,dirt_furyo,dirt_furyo,dirt_furyoフィールド,211788,211788,100.0,,,False,C,馬マスタ
jvd_um,dirt_hidari,dirt_hidari,dirt_hidariフィールド,211788,211788,100.0,,,False,C,馬マスタ
jvd_um,dirt_long,dirt_long,dirt_longフィールド,211788,211788,100.0,,,False,C,馬マスタ
jvd_sk,seibetsu_code,性別コード,馬の性別,427045,427045,100.0,1:牡 2:牝 3:騸,,True,C,障害成績
jvd_sk,data_kubun,データ区分,速報・確定などのデータ種別,427045,427045,100.0,1:速報 2:確定 3:特別登録,,False,C,障害成績
jvd_sk,data_sakusei_nengappi,データ作成年月日,JRA-VANがデータを作成した日付,427045,427045,100.0,YYYYMMDD形式,,False,C,障害成績
jvd_sk,hinshu_code,品種コード,馬の品種,427045,427045,100.0,01:サラブレッド 02:アングロアラブ 03:アラブ,,False,C,障害成績
jvd_sk,ketto_joho_01a,ketto_joho_01a,ketto_joho_01aフィールド,427045,427045,100.0,,,False,C,障害成績
jvd_jg,kaisai_kai,開催回,同一競馬場での年内開催回数,808218,808218,100.0,第N回,,True,C,騎手マスタ
jvd_jg,kaisai_nen,開催年,競走が行われた年（西暦）,808218,808218,100.0,例:2024,,True,C,騎手マスタ
jvd_jg,kaisai_nichime,開催日目,開催何日目か,808218,808218,100.0,第N日,,True,C,騎手マスタ
jvd_jg,kaisai_tsukihi,開催月日,競走が行われた月日,808218,808218,100.0,MMDD形式 例:0526,,True,C,騎手マスタ
jvd_jg,keibajo_code,競馬場コード,競馬場の識別コード,808218,808218,100.0,01:札幌 02:函館 03:福島 04:新潟 05:東京 06:中山 07:中京 08:京都 09:阪神 10:小倉,,True,C,騎手マスタ
jvd_jg,race_bango,レース番号,その日のレース番号,808218,808218,100.0,01〜12,,True,C,騎手マスタ
